variable,year,level
PRNCPTX,2021,ANTERIOR COLPORRAPHY RPR CYSTOCELE W/CYSTO
PRNCPTX,2021,BREAST RECONSTRUCTION W/FREE FLAP
PRNCPTX,2021,BREAST RECONSTRUCTION W/LATISSIMUS DORSI FLAP
PRNCPTX,2021,BREAST REDUCTION
PRNCPTX,2021,BSO W/OMENTECTOMY TAH DEBULKING W/LMPHADECTOMY
PRNCPTX,2021,BSO W/OMENTECTOMY TAH&RAD DEBULKING DISSECTION
PRNCPTX,2021,BSO W/TOT OMENTECTOMY & HYSTERECTOMY MALIGNANC
PRNCPTX,2021,BYP FEM-ANT TIBL PST TIBL PRONEAL ART/OTH DSTL
PRNCPTX,2021,BYP OTH/THN VEIN AORTOBIFEMORAL
PRNCPTX,2021,BYP OTH/THN VEIN AORTOFEMORAL
PRNCPTX,2021,BYP OTH/THN VEIN AXILLARY-FEMORAL-FEMORAL
PRNCPTX,2021,BYP OTH/THN VEIN FEMORAL-POPLITEAL
PRNCPTX,2021,BYP W/VEIN POP-TIBL-PRONEAL ART/OTH DSTL VSL
PRNCPTX,2021,BYPASS W/VEIN AXILLARY-FEMORAL
PRNCPTX,2021,BYPASS W/VEIN FEMORAL-FEMORAL
PRNCPTX,2021,BYPASS W/VEIN FEMORAL-POPLITEAL
PRNCPTX,2021,CMBND ANTERPOST COLPORRAPHY W/CYSTO
PRNCPTX,2021,CMBND ANTERPOST COLPORRAPHY W/CYSTO W/NTRCL RPR
PRNCPTX,2021,COLCT TOT ABDL W/O PRCTECT W/ILEOST/ILEOPXTS
PRNCPTX,2021,COLECTOMY PARTIAL W/ANASTOMOSIS
PRNCPTX,2021,COLECTOMY PRTL W/COLOPROCTOSTOMY
PRNCPTX,2021,COLECTOMY PRTL W/COLOST/ILEOST & MUCOFISTULA
PRNCPTX,2021,COLECTOMY PRTL W/END COLOSTOMY & CLSR DSTL SGMT
PRNCPTX,2021,COLECTOMY PRTL W/RMVL TERMINAL ILEUM & ILEOCOLOS
PRNCPTX,2021,COLECTOMY PRTL W/SKIN LEVEL CECOST/COLOSTOMY
PRNCPTX,2021,COLPOCLEISIS LE FORT TYPE
PRNCPTX,2021,COLPOPEXY ABDOMINAL APPROACH
PRNCPTX,2021,COLPOPEXY VAGINAL EXTRAPERITONEAL APPROACH
PRNCPTX,2021,COLPOPEXY VAGINAL INTRAPERITONEAL APPROACH
PRNCPTX,2021,DIR RPR ANEURYSM ABDOM AORTA W/ILIAC VESSELS
PRNCPTX,2021,DIR RPR ANEURYSM ABDOM AORTA W/VISCERAL VESSELS
PRNCPTX,2021,ENTEROENTEROST ANAST INT W/WO CUTAN NTRSTM SPX
PRNCPTX,2021,ENTRC RESCJ SMALL INTESTINE 1 RESCJ & ANAST
PRNCPTX,2021,EVASC RPR DPLMNT AORTO-AORTIC NDGFT
PRNCPTX,2021,EVASC RPR DPLMNT AORTO-BI-ILIAC NDGFT
PRNCPTX,2021,EVASC RPR DPLMNT AORTO-BI-ILIAC NDGFT RPT
PRNCPTX,2021,EXC RCT PROCIDENTIA W/ANAST PERINEAL APPROACH
PRNCPTX,2021,EXCISION SKIN ABD INFRAUMBILICAL PANNICULECTOMY
PRNCPTX,2021,FLAP NEUROVASCULAR PEDICLE
PRNCPTX,2021,FOREHEAD FLAP W/PRESERVATION VASCULAR PEDICLE
PRNCPTX,2021,FREE FASCIAL FLAP W/MICROVASCULAR ANASTOMOSIS
PRNCPTX,2021,FREE MUSCLE/MYOCUTANEOUS FLAP W/MVASC ANAST
PRNCPTX,2021,FREE SKIN FLAP W/MICROVASCULAR ANASTOMOSIS
PRNCPTX,2021,HEPATECTOMY RESCJ PARTIAL LOBECTOMY
PRNCPTX,2021,HEPATECTOMY RESCJ TOTAL LEFT LOBECTOMY
PRNCPTX,2021,HEPATECTOMY RESCJ TOTAL RIGHT LOBECTOMY
PRNCPTX,2021,IMPLANT MESH OPN HERNIA RPR/DEBRIDEMENT CLOSURE
PRNCPTX,2021,INSERTION BREAST IMPLANT SAME DAY OF MASTECTOMY
PRNCPTX,2021,INSJ/RPLCMT BREAST IMPLANT SEP DAY MASTECTOMY
PRNCPTX,2021,LAP RPR HRNA XCPT INCAL/INGUN NCRC8/STRANGULATED
PRNCPTX,2021,LAPAROSCOPY COLECTOMY PARTIAL W/ANASTOMOSIS
PRNCPTX,2021,LAPAROSCOPY COLPOPEXY SUSPENSION VAGINAL APEX
PRNCPTX,2021,LAPAROSCOPY NEPHRECTOMY W/PARTIAL URETERECT
PRNCPTX,2021,LAPAROSCOPY NEPHRECTOMY W/TOTAL URETERECTOMY
PRNCPTX,2021,LAPAROSCOPY RADICAL NEPHRECTOMY
PRNCPTX,2021,LAPAROSCOPY REPAIR INCISIONAL HERNIA REDUCIBLE
PRNCPTX,2021,LAPAROSCOPY SUPRACERVICAL HYSTERECTOMY 250 GM/<
PRNCPTX,2021,LAPAROSCOPY SURG COLOSTOMY/SKN LVL CECOSTOMY
PRNCPTX,2021,LAPAROSCOPY SURG PARTIAL NEPHRECTOMY
PRNCPTX,2021,LAPAROSCOPY SURG RPR INITIAL INGUINAL HERNIA
PRNCPTX,2021,LAPAROSCOPY TOT HYSTERECTOMY >250 G W/TUBE/OVAR
PRNCPTX,2021,LAPAROSCOPY TOTAL HYSTERECTOMY UTERUS >250 GM
PRNCPTX,2021,LAPAROSCOPY W TOTAL HYSTERECTOMY UTERUS 250 GM/<
PRNCPTX,2021,LAPAROSCOPY W/RMVL ADNEXAL STRUCTURES
PRNCPTX,2021,LAPS CLSR NTRSTM LG/SM INT W/RESCJ & ANASTOMOSIS
PRNCPTX,2021,LAPS COLCT TTL ABD W/PRCTECT ILEOANAL ANASTOMSIS
PRNCPTX,2021,LAPS COLECTMY PRTL W/COLOPXTSTMY LW ANAST W/CLST
PRNCPTX,2021,LAPS COLECTOMY ABDL W/PROCTECTOMY W/ILEOSTOMY
PRNCPTX,2021,LAPS COLECTOMY PRTL W/COLOPXTSTMY LW ANAST
PRNCPTX,2021,LAPS COLECTOMY PRTL W/END CLST & CLSR DSTL SGM
PRNCPTX,2021,LAPS COLECTOMY PRTL W/RMVL TERMINAL ILEUM
PRNCPTX,2021,LAPS COLECTOMY TOT W/O PRCTECT W/ILEOST/ILEOPXTS
PRNCPTX,2021,LAPS GSTR RSTCV PX W/BYP ROUX-EN-Y LIMB <150 CM
PRNCPTX,2021,LAPS MYOMECTOMY EXC 1-4 MYOMAS 250 GM/<
PRNCPTX,2021,LAPS MYOMECTOMY EXC 5/> MYOMAS >250 GRAMS
PRNCPTX,2021,LAPS PROCTECTOMY ABDOMINOPERINEAL W/COLOSTOMY
PRNCPTX,2021,LAPS PROCTECTOMY COMBINED PULL-THRU W/RESERVOIR
PRNCPTX,2021,LAPS REPAIR HERNIA EXCEPT INCAL/INGUN REDUCIBLE
PRNCPTX,2021,LAPS RPR INCISIONAL HERNIA NCRC8/STRANGULATED
PRNCPTX,2021,LAPS RPR RECURRENT INCAL HRNA NCRC8/STRANGULATED
PRNCPTX,2021,LAPS RPR RECURRENT INCISIONAL HERNIA REDUCIBLE
PRNCPTX,2021,LAPS SUPRACRV HYSTERECT 250 GM/< RMVL TUBE/OVAR
PRNCPTX,2021,LAPS TOTAL HYSTERECT 250 GM/< W/RMVL TUBE/OVARY
PRNCPTX,2021,LAPS VAGINAL HYSTERECTOMY UTERUS 250 GM/<
PRNCPTX,2021,LAPS W/VAG HYSTERECT 250 GM/&RMVL TUBE&/OVARIES
PRNCPTX,2021,MASTECTOMY SIMPLE COMPLETE
PRNCPTX,2021,MUSC MYOCUTANEOUS/FASCIOCUTANEOUS FLAP LXTR
PRNCPTX,2021,MUSC MYOCUTANEOUS/FASCIOCUTANEOUS FLAP TRUNK
PRNCPTX,2021,MUSC MYOCUTANEOUS/FASCIOCUTANEOUS FLAP UXTR
PRNCPTX,2021,MUSC MYOQ/FSCQ FLAP HEAD&NECK W/NAMED VASC PEDCL
PRNCPTX,2021,MYOMECTOMY 1-4 MYOMAS 250 GM/< VAGINAL APPR
PRNCPTX,2021,MYOMECTOMY 1-4 MYOMAS W/250 GM/< ABDOMINAL APPR
PRNCPTX,2021,MYOMECTOMY 5/> MYOMAS &/>250 GM ABDOMINA
PRNCPTX,2021,NEPHRECTOMY PARTIAL
PRNCPTX,2021,NEPHRECTOMY W/PRTL URETERECT OPEN RIB RESCJ RAD
PRNCPTX,2021,OOPHORECTOMY PARTIAL/TOTAL UNI/BI
PRNCPTX,2021,OOPHORECTOMY PRTL/TOT UNI/BI OVARIAN MALIGNANCY
PRNCPTX,2021,PANCREATECTOMY TOTAL
PRNCPTX,2021,PEL EXNTJ GYNECOLOGIC MAL
PRNCPTX,2021,PELVIC EXENTERATION COLORECTAL MALIGNANCY
PRNCPTX,2021,PNCRTECT DSTL STOT W/O PNCRTCOJEJUNOSTOMY
PRNCPTX,2021,PNCRTECT PROX STOT W/PANCREATOJEJUNOSTOMY
PRNCPTX,2021,PRCTECT CMBN PULL-THRU W/RSVR W/NTRSTM
PRNCPTX,2021,PRCTECT COMPL CMBN ABDOMINOPRNL W/CLST
PRNCPTX,2021,PRCTECT PRTL RESCJ RECTUM TABDL APPR
PRNCPTX,2021,PRCTECT PRTL W/MUCOSEC ILEOANAL ANAST RSVR
PRNCPTX,2021,PRCTECT PRTL W/O ANAST PRNL APPR
PRNCPTX,2021,RAD ABDL HYSTERECTOMY W/BI PELVIC LMPHADENECTOMY
PRNCPTX,2021,REPAIR FIRST ABDOMINAL WALL HERNIA
PRNCPTX,2021,RESCJ PRIM PRTL MAL W/BSO & OMNTC RAD DEBULKING
PRNCPTX,2021,RESCJ PRIM PRTL MAL W/BSO & OMNTC TAH & LMPHAD
PRNCPTX,2021,REVASCULARIZATION ILIAC ARTERY ANGIOP 1ST VSL
PRNCPTX,2021,REVSC OPN/PRG FEM/POP W/ANGIOPLASTY UNI
PRNCPTX,2021,REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIOP SM VSL
PRNCPTX,2021,REVSC OPN/PRQ FEM/POP W/STNT/ANGIOP SM VSL
PRNCPTX,2021,REVSC OPN/PRQ ILIAC ART W/STNT & ANGIOP IPSILATL
PRNCPTX,2021,REVSC OPN/PRQ ILIAC ART W/STNT PLMT & ANGIOPLSTY
PRNCPTX,2021,REVSC OPN/PRQ TIB/PERO W/ANGIOPLASTY UNI
PRNCPTX,2021,RPR 1ST INCAL/VNT HERNIA INCARCERATED
PRNCPTX,2021,RPR EPIGASTRIC HERNIA INCARCERATED
PRNCPTX,2021,RPR RECRT INCAL/VNT HERNIA INCARCERATED
PRNCPTX,2021,RPR RECRT INCAL/VNT HERNIA REDUCIBLE
PRNCPTX,2021,RPR UMBILICAL HERNIA < 5 YRS REDUCIBLE
PRNCPTX,2021,RPR UMBILICAL HERNIA AGE 5 YRS/> INCARCERATED
PRNCPTX,2021,RPR UMBILICAL HRNA 5 YRS/> REDUCIBLE
PRNCPTX,2021,SUPRACERVICAL ABDL HYSTER W/WO RMVL TUBE OVARY
PRNCPTX,2021,TEAEC W/WO PATCH GRAFT ILIAC
PRNCPTX,2021,TISSUE EXPANDER PLACEMENT BREAST RECONSTRUCTION
PRNCPTX,2021,TOT ABD HYST W/PARAORTIC & PELVIC LYMPH NODE SAM
PRNCPTX,2021,TOTAL ABDOMINAL HYSTERECT W/WO RMVL TUBE OVARY
PRNCPTX,2021,VAG HYST 250 GM/< W/RMVL TUBE&/OVARY
PRNCPTX,2021,VAGINAL HYSTERECTOMY UTERUS 250 GM/<
PRNCPTX,2022,BREAST RECONSTRUCTION 1PEDICLED TRAM FLAP ANAST
PRNCPTX,2022,BREAST RECONSTRUCTION W/FREE FLAP
PRNCPTX,2022,BREAST RECONSTRUCTION W/LATISSIMUS DORSI FLAP
PRNCPTX,2022,BREAST REDUCTION
PRNCPTX,2022,BSO W/OMENTECTOMY TAH DEBULKING W/LMPHADECTOMY
PRNCPTX,2022,BSO W/OMENTECTOMY TAH&RAD DEBULKING DISSECTION
PRNCPTX,2022,BSO W/TOT OMENTECTOMY & HYSTERECTOMY MALIGNANC
PRNCPTX,2022,CMBND ANTERPOST COLPORRAPHY W/CYSTO
PRNCPTX,2022,CMBND ANTERPOST COLPORRAPHY W/CYSTO W/NTRCL RPR
PRNCPTX,2022,COLCT TOT ABDL W/O PRCTECT W/ILEOST/ILEOPXTS
PRNCPTX,2022,COLECTOMY PARTIAL W/ANASTOMOSIS
PRNCPTX,2022,COLECTOMY PRTL W/COLOPROCTOSTOMY
PRNCPTX,2022,COLECTOMY PRTL W/COLOST/ILEOST & MUCOFISTULA
PRNCPTX,2022,COLECTOMY PRTL W/END COLOSTOMY & CLSR DSTL SGMT
PRNCPTX,2022,COLECTOMY PRTL W/RMVL TERMINAL ILEUM & ILEOCOLOS
PRNCPTX,2022,COLECTOMY PRTL W/SKIN LEVEL CECOST/COLOSTOMY
PRNCPTX,2022,COLECTOMY TOT ABDL W/PROCTECTOMY W/ILEOSTOMY
PRNCPTX,2022,COLPOPEXY ABDOMINAL APPROACH
PRNCPTX,2022,COLPOPEXY VAGINAL EXTRAPERITONEAL APPROACH
PRNCPTX,2022,ENTRC RESCJ SMALL INTESTINE 1 RESCJ & ANAST
PRNCPTX,2022,EXC RCT PROCIDENTIA W/ANAST PERINEAL APPROACH
PRNCPTX,2022,FREE FASCIAL FLAP W/MICROVASCULAR ANASTOMOSIS
PRNCPTX,2022,FREE MUSCLE/MYOCUTANEOUS FLAP W/MVASC ANAST
PRNCPTX,2022,GSTRCT PRTL DSTL W/GASTROJEJUNOSTOMY
PRNCPTX,2022,HEPATECTOMY RESCJ PARTIAL LOBECTOMY
PRNCPTX,2022,HEPATECTOMY RESCJ TOTAL RIGHT LOBECTOMY
PRNCPTX,2022,IMPLANT MESH OPN HERNIA RPR/DEBRIDEMENT CLOSURE
PRNCPTX,2022,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEMENT
PRNCPTX,2022,INSERTION BREAST IMPLANT SAME DAY OF MASTECTOMY
PRNCPTX,2022,INSJ/RPLCMT BREAST IMPLANT SEP DAY MASTECTOMY
PRNCPTX,2022,LAP RPR HRNA XCPT INCAL/INGUN NCRC8/STRANGULATED
PRNCPTX,2022,LAPAROSCOPIC APPENDECTOMY
PRNCPTX,2022,LAPAROSCOPY COLECTOMY PARTIAL W/ANASTOMOSIS
PRNCPTX,2022,LAPAROSCOPY COLPOPEXY SUSPENSION VAGINAL APEX
PRNCPTX,2022,LAPAROSCOPY NEPHRECTOMY W/PARTIAL URETERECT
PRNCPTX,2022,LAPAROSCOPY NEPHRECTOMY W/TOTAL URETERECTOMY
PRNCPTX,2022,LAPAROSCOPY RADICAL NEPHRECTOMY
PRNCPTX,2022,LAPAROSCOPY REPAIR INCISIONAL HERNIA REDUCIBLE
PRNCPTX,2022,LAPAROSCOPY SURG CHOLECYSTECTOMY
PRNCPTX,2022,LAPAROSCOPY SURG PARTIAL NEPHRECTOMY
PRNCPTX,2022,LAPAROSCOPY TOT HYSTERECTOMY >250 G W/TUBE/OVAR
PRNCPTX,2022,LAPAROSCOPY W TOTAL HYSTERECTOMY UTERUS 250 GM/<
PRNCPTX,2022,LAPAROSCOPY W/RMVL ADNEXAL STRUCTURES
PRNCPTX,2022,LAPS BI TOT PEL LMPHADEC & PRI-AORTIC LYMPH BX 1
PRNCPTX,2022,LAPS COLCT TTL ABD W/PRCTECT ILEOANAL ANASTOMSIS
PRNCPTX,2022,LAPS COLECTMY PRTL W/COLOPXTSTMY LW ANAST W/CLST
PRNCPTX,2022,LAPS COLECTOMY ABDL W/PROCTECTOMY W/ILEOSTOMY
PRNCPTX,2022,LAPS COLECTOMY PRTL W/COLOPXTSTMY LW ANAST
PRNCPTX,2022,LAPS COLECTOMY PRTL W/END CLST & CLSR DSTL SGM
PRNCPTX,2022,LAPS COLECTOMY PRTL W/RMVL TERMINAL ILEUM
PRNCPTX,2022,LAPS COLECTOMY TOT W/O PRCTECT W/ILEOST/ILEOPXTS
PRNCPTX,2022,LAPS FULG/EXC OVARY VISCERA/PERITONEAL SURFACE
PRNCPTX,2022,LAPS GSTR RSTCV PX W/BYP ROUX-EN-Y LIMB <150 CM
PRNCPTX,2022,LAPS GSTRC RSTRICTIV PX LONGITUDINAL GASTRECTOMY
PRNCPTX,2022,LAPS PROCTECTOMY ABDOMINOPERINEAL W/COLOSTOMY
PRNCPTX,2022,LAPS PROCTECTOMY COMBINED PULL-THRU W/RESERVOIR
PRNCPTX,2022,LAPS REPAIR HERNIA EXCEPT INCAL/INGUN REDUCIBLE
PRNCPTX,2022,LAPS RPR INCISIONAL HERNIA NCRC8/STRANGULATED
PRNCPTX,2022,LAPS RPR RECURRENT INCAL HRNA NCRC8/STRANGULATED
PRNCPTX,2022,LAPS RPR RECURRENT INCISIONAL HERNIA REDUCIBLE
PRNCPTX,2022,LAPS SUPRACRV HYSTERECT 250 GM/< RMVL TUBE/OVAR
PRNCPTX,2022,LAPS TOTAL HYSTERECT 250 GM/< W/RMVL TUBE/OVARY
PRNCPTX,2022,LAPS VAGINAL HYSTERECTOMY UTERUS 250 GM/<
PRNCPTX,2022,LAPS W/VAG HYSTERECT 250 GM/&RMVL TUBE&/OVARIES
PRNCPTX,2022,MASTECTOMY SIMPLE COMPLETE
PRNCPTX,2022,MUSC MYOCUTANEOUS/FASCIOCUTANEOUS FLAP TRUNK
PRNCPTX,2022,MYOMECTOMY 1-4 MYOMAS W/250 GM/< ABDOMINAL APPR
PRNCPTX,2022,MYOMECTOMY 5/> MYOMAS &/>250 GM ABDOMINA
PRNCPTX,2022,NEPHRECTOMY PARTIAL
PRNCPTX,2022,NEPHRECTOMY W/PRTL URETERECT OPEN RIB RESCJ RAD
PRNCPTX,2022,NEPHRECTOMY W/TOT URETERECT&BLDR CUFF SAME INC
PRNCPTX,2022,OOPHORECTOMY PRTL/TOT UNI/BI OVARIAN MALIGNANCY
PRNCPTX,2022,PNCRTECT DSTL STOT W/O PNCRTCOJEJUNOSTOMY
PRNCPTX,2022,PNCRTECT PROX STOT W/PANCREATOJEJUNOSTOMY
PRNCPTX,2022,PRCTECT COMPL CMBN ABDOMINOPRNL W/CLST
PRNCPTX,2022,PRCTECT PRTL W/MUCOSEC ILEOANAL ANAST RSVR
PRNCPTX,2022,PRCTECT PRTL W/O ANAST PRNL APPR
PRNCPTX,2022,RAD ABDL HYSTERECTOMY W/BI PELVIC LMPHADENECTOMY
PRNCPTX,2022,REMOVAL INTACT BREAST IMPLANT
PRNCPTX,2022,REPAIR ENTEROCELE VAGINAL APPROACH SPX
PRNCPTX,2022,REPAIR FIRST ABDOMINAL WALL HERNIA
PRNCPTX,2022,RESCJ PRIM PRTL MAL W/BSO & OMNTC TAH & LMPHAD
PRNCPTX,2022,REVISION PERI-IMPLANT CAPSULE BREAST
PRNCPTX,2022,RPR 1ST INCAL/VNT HERNIA INCARCERATED
PRNCPTX,2022,RPR EPIGASTRIC HERNIA INCARCERATED
PRNCPTX,2022,RPR EPIGASTRIC HERNIA REDUCIBLE SPX
PRNCPTX,2022,RPR RECRT INCAL/VNT HERNIA INCARCERATED
PRNCPTX,2022,RPR RECRT INCAL/VNT HERNIA REDUCIBLE
PRNCPTX,2022,RPR UMBILICAL HERNIA < 5 YRS REDUCIBLE
PRNCPTX,2022,RPR UMBILICAL HERNIA AGE 5 YRS/> INCARCERATED
PRNCPTX,2022,RPR UMBILICAL HRNA 5 YRS/> REDUCIBLE
PRNCPTX,2022,SLING OPERATION STRESS INCONTINENCE
PRNCPTX,2022,SUPRACERVICAL ABDL HYSTER W/WO RMVL TUBE OVARY
PRNCPTX,2022,TISSUE EXPANDER PLACEMENT BREAST RECONSTRUCTION
PRNCPTX,2022,TOT ABD HYST W/PARAORTIC & PELVIC LYMPH NODE SAM
PRNCPTX,2022,TOTAL ABDOMINAL HYSTERECT W/WO RMVL TUBE OVARY
PRNCPTX,2022,UNLISTED PROCEDURE PANCREAS
PRNCPTX,2022,VAG HYST 250 GM/< W/RMVL TUBE&/OVARY
PRNCPTX,2022,VAG HYST > 250 GM RMVL TUBE&/OVARY
PRNCPTX,2022,VAGINAL HYSTERECTOMY UTERUS 250 GM/<
PRNCPTX,2023,BREAST REDUCTION
PRNCPTX,2023,BRST RCNSTJ FREE FLAP
PRNCPTX,2023,BRST RCNSTJ LATSMS DRSI FLAP
PRNCPTX,2023,BSO OMENTECTOMY W/TAH
PRNCPTX,2023,CMBN ANT PST COLPRHY
PRNCPTX,2023,COLECTOMY W/ILEOANAL ANAST
PRNCPTX,2023,COLPOPEXY EXTRAPERITONEAL
PRNCPTX,2023,EXTENSIVE HYSTERECTOMY
PRNCPTX,2023,EXTENSIVE REMOVAL OF LIVER
PRNCPTX,2023,FOREHEAD FLAP W/VASC PEDICLE
PRNCPTX,2023,FREE FASCIAL FLAP MICROVASC
PRNCPTX,2023,FREE MYO/SKIN FLAP MICROVASC
PRNCPTX,2023,FREE SKIN FLAP MICROVASC
PRNCPTX,2023,INSJ BREAST IMPLT SM D MAST
PRNCPTX,2023,INSJ/RPLCMT BRST IMPLT SEP D
PRNCPTX,2023,L COLECTOMY/COLOPROCTOSTOMY
PRNCPTX,2023,LAP COLECTOMY PART W/ILEUM
PRNCPTX,2023,LAP COLECTOMY W/PROCTECTOMY
PRNCPTX,2023,LAP GASTRIC BYPASS/ROUX-EN-Y
PRNCPTX,2023,LAP PART COLECTOMY W/STOMA
PRNCPTX,2023,LAP PROCTOPEXY W/SIG RESECT
PRNCPTX,2023,LAP REMOVAL OF RECTUM
PRNCPTX,2023,LAP REMOVE RECTUM W/POUCH
PRNCPTX,2023,LAP SLEEVE GASTRECTOMY
PRNCPTX,2023,LAPARO PARTIAL COLECTOMY
PRNCPTX,2023,LAPARO PARTIAL NEPHRECTOMY
PRNCPTX,2023,LAPARO RADICAL NEPHRECTOMY
PRNCPTX,2023,LAPARO REMOVE W/URETER
PRNCPTX,2023,LAPARO TOTAL PROCTOCOLECTOMY
PRNCPTX,2023,LAPARO-ASST VAG HYSTERECTOMY
PRNCPTX,2023,LAPARO-MYOMECTOMY COMPLEX
PRNCPTX,2023,LAPARO-VAG HYST INCL T/O
PRNCPTX,2023,LAPAROSCOPIC MYOMECTOMY
PRNCPTX,2023,LAPAROSCOPIC NEPHRECTOMY
PRNCPTX,2023,LAPAROSCOPY SURG COLPOPEXY
PRNCPTX,2023,LAPS TOT HYST RESJ MAL
PRNCPTX,2023,LSH W/T/O UT 250 G OR LESS
PRNCPTX,2023,MAST SIMPLE COMPLETE
PRNCPTX,2023,MUSC MYOQ/FSCQ FLP H&N PEDCL
PRNCPTX,2023,MUSCLE-SKIN GRAFT LEG
PRNCPTX,2023,MUSCLE-SKIN GRAFT TRUNK
PRNCPTX,2023,MYOMECTOMY ABDOM COMPLEX
PRNCPTX,2023,MYOMECTOMY ABDOM METHOD
PRNCPTX,2023,PARTIAL HYSTERECTOMY
PRNCPTX,2023,PARTIAL REMOVAL OF COLON
PRNCPTX,2023,PARTIAL REMOVAL OF KIDNEY
PRNCPTX,2023,PARTIAL REMOVAL OF LIVER
PRNCPTX,2023,PARTIAL REMOVAL OF PANCREAS
PRNCPTX,2023,PELVIC EXENTERATION
PRNCPTX,2023,REMOVAL KIDNEY OPEN RADICAL
PRNCPTX,2023,REMOVAL OF COLON
PRNCPTX,2023,REMOVAL OF COLON/ILEOSTOMY
PRNCPTX,2023,REMOVAL OF PELVIS CONTENTS
PRNCPTX,2023,REMOVAL OF RECTUM
PRNCPTX,2023,REMOVE BLADDER/REVISE TRACT
PRNCPTX,2023,REMOVE RECTUM W/RESERVOIR
PRNCPTX,2023,REPAIR BLADDER DEFECT
PRNCPTX,2023,REPAIR OF BOWEL BULGE
PRNCPTX,2023,RESECT OVARIAN MALIGNANCY
PRNCPTX,2023,REVJ RECONSTRUCTED BREAST
PRNCPTX,2023,RPR AA HRN 1ST 3-10 NCR/STRN
PRNCPTX,2023,RPR AA HRN 1ST 3-10 RDC
PRNCPTX,2023,RPR AA HRN 1ST < 3 CM RDC
PRNCPTX,2023,RPR AA HRN 1ST < 3 NCR/STRN
PRNCPTX,2023,RPR AA HRN 1ST > 10 NCR/STRN
PRNCPTX,2023,RPR AA HRN 1ST > 10 RDC
PRNCPTX,2023,RPR AA HRN RCR 3-10 NCR/STRN
PRNCPTX,2023,RPR AA HRN RCR 3-10 RDC
PRNCPTX,2023,RPR AA HRN RCR < 3 NCR/STRN
PRNCPTX,2023,RPR AA HRN RCR > 10 NCR/STRN
PRNCPTX,2023,RPR AA HRN RCR > 10 RDC
PRNCPTX,2023,SUSPENSION OF VAGINA
PRNCPTX,2023,TAH RAD DEBULK/LYMPH REMOVE
PRNCPTX,2023,TAH RAD DISSECT FOR DEBULK
PRNCPTX,2023,TISS XPNDR PLMT BRST RCNSTJ
PRNCPTX,2023,TLH UTERUS 250 G OR LESS
PRNCPTX,2023,TLH UTERUS OVER 250 G
PRNCPTX,2023,TLH W/T/O 250 G OR LESS
PRNCPTX,2023,TLH W/T/O UTERUS OVER 250 G
PRNCPTX,2023,TOTAL HYSTERECTOMY
PRNCPTX,2023,UNLISTED PROCEDURE PANCREAS
PRNCPTX,2023,VAG HYST INCLUDING T/O
PRNCPTX,2023,VAGINAL HYSTERECTOMY
PROPER30,2013,NULL
PROPER30,2014,NULL
PRSEPIS,2013,None
PRSEPIS,2013,SIRS
PRSEPIS,2013,Sepsis
PRSEPIS,2013,Septic Shock
PRSEPIS,2014,None
PRSEPIS,2014,SIRS
PRSEPIS,2014,Sepsis
PRSEPIS,2014,Septic Shock
PRSEPIS,2015,None
PRSEPIS,2015,SIRS
PRSEPIS,2015,Sepsis
PRSEPIS,2015,Septic Shock
PRSEPIS,2016,None
PRSEPIS,2016,SIRS
PRSEPIS,2016,Sepsis
PRSEPIS,2016,Septic Shock
PRSEPIS,2017,None
PRSEPIS,2017,SIRS
PRSEPIS,2017,Sepsis
PRSEPIS,2017,Septic Shock
PRSEPIS,2018,None
PRSEPIS,2018,SIRS
PRSEPIS,2018,Sepsis
PRSEPIS,2018,Septic Shock
PRSEPIS,2019,None
PRSEPIS,2019,SIRS
PRSEPIS,2019,Sepsis
PRSEPIS,2019,Septic Shock
PRSEPIS,2020,None
PRSEPIS,2020,SIRS
PRSEPIS,2020,Sepsis
PRSEPIS,2020,Septic Shock
PRSEPIS,2021,None
PRSEPIS,2021,SIRS
PRSEPIS,2021,Sepsis
PRSEPIS,2021,Septic Shock
PRSEPIS,2022,None
PRSEPIS,2022,SIRS
PRSEPIS,2022,Sepsis
PRSEPIS,2022,Septic Shock
PRSEPIS,2023,None
PRSEPIS,2023,SIRS
PRSEPIS,2023,Sepsis
PRSEPIS,2023,Septic Shock
PRVPCI,2013,NULL
PRVPCI,2014,NULL
PRVPCS,2013,NULL
PRVPCS,2014,NULL
PULEMBOL,2013,No Complication
PULEMBOL,2013,Pulmonary Embolism
PULEMBOL,2014,No Complication
PULEMBOL,2014,Pulmonary Embolism
PULEMBOL,2015,No Complication
PULEMBOL,2015,Pulmonary Embolism
PULEMBOL,2016,No Complication
PULEMBOL,2016,Pulmonary Embolism
PULEMBOL,2017,No Complication
PULEMBOL,2017,Pulmonary Embolism
PULEMBOL,2018,No Complication
PULEMBOL,2018,Pulmonary Embolism
PULEMBOL,2019,No Complication
PULEMBOL,2020,No Complication
PULEMBOL,2020,Pulmonary Embolism
PULEMBOL,2021,No Complication
PULEMBOL,2021,Pulmonary Embolism
PULEMBOL,2022,No Complication
PULEMBOL,2022,Pulmonary Embolism
PULEMBOL,2023,No Complication
PULEMBOL,2023,Pulmonary Embolism
QUAD,2013,NULL
QUAD,2014,NULL
RACE_NEW,2013,Asian
RACE_NEW,2013,Black or African American
